Angle DP_number Thrust_angle_deg_thr_1_:_thr1 Rudder_angle_deg_thr1_:_thr1 Nominal_thrust_utilisation_%_thr1_:_thr1 Effective_thrust_kN_thr1_:_thr1 Tx_rudder_kN_thr1_:_thr1 Ty_rudder_kN_thr1_:_thr1 Thrust_loss_factor_thr1_:_thr1 Utilized_power_kW_thr1_:_thr1 Thrust_angle_deg_thr_2_:_thr2 Rudder_angle_deg_thr2_:_thr2 Nominal_thrust_utilisation_%_thr2_:_thr2 Effective_thrust_kN_thr2_:_thr2 Tx_rudder_kN_thr2_:_thr2 Ty_rudder_kN_thr2_:_thr2 Thrust_loss_factor_thr2_:_thr2 Utilized_power_kW_thr2_:_thr2 Thrust_angle_deg_thr_3_:_thr3 Rudder_angle_deg_thr3_:_thr3 Nominal_thrust_utilisation_%_thr3_:_thr3 Effective_thrust_kN_thr3_:_thr3 Tx_rudder_kN_thr3_:_thr3 Ty_rudder_kN_thr3_:_thr3 Thrust_loss_factor_thr3_:_thr3 Utilized_power_kW_thr3_:_thr3 Thrust_angle_deg_thr_4_:_thr4 Rudder_angle_deg_thr4_:_thr4 Nominal_thrust_utilisation_%_thr4_:_thr4 Effective_thrust_kN_thr4_:_thr4 Tx_rudder_kN_thr4_:_thr4 Ty_rudder_kN_thr4_:_thr4 Thrust_loss_factor_thr4_:_thr4 Utilized_power_kW_thr4_:_thr4 Thrust_angle_deg_thr_5_:_thr5 Rudder_angle_deg_thr5_:_thr5 Nominal_thrust_utilisation_%_thr5_:_thr5 Effective_thrust_kN_thr5_:_thr5 Tx_rudder_kN_thr5_:_thr5 Ty_rudder_kN_thr5_:_thr5 Thrust_loss_factor_thr5_:_thr5 Utilized_power_kW_thr5_:_thr5 Fx_current_kN Fy_current_kN Mz_currentk_N Fx_wave_kN Fy_wave_kN Mz_wave_kN Fx_wind_kN Fy_wind_kN Mz_wind_kN solution_Tx_kN_thr_:_thr1 solution_Ty_kN_thr_:_thr1 solution_Tx_kN_thr_:_thr2 solution_Ty_kN_thr_:_thr2 solution_Tx_kN_thr_:_thr3 solution_Ty_kN_thr_:_thr3 solution_Tx_kN_thr_:_thr4 solution_Ty_kN_thr_:_thr4 solution_Tx_kN_thr_:_thr5 solution_Ty_kN_thr_:_thr5
130 1 275 N/A 1.94 3.4 N/A N/A 0.9 4 246 N/A 1.8 2.9 N/A N/A 0.83 3 281 N/A 1.4 1.84 N/A N/A 0.9 1 270 N/A 1.03 1.08 N/A N/A 0.9 1 270 N/A 1.0 1.04 N/A N/A 0.9 1 0.1 6.5 -69.3 0.0 0.3 -1.7 0.2 1.1 -6.3 0.3 -3.4 -1.2 -2.7 0.3 -1.8 0.0 -1.1 0.0 -1.0
130 2 274 N/A 8.86 15.54 N/A N/A 0.9 35 246 N/A 8.32 13.42 N/A N/A 0.83 32 278 N/A 6.61 8.72 N/A N/A 0.9 15 270 N/A 4.93 5.13 N/A N/A 0.9 10 270 N/A 4.8 5.0 N/A N/A 0.9 9 0.5 26.0 -277.3 0.6 5.3 -26.8 1.3 5.9 -32.6 1.2 -15.5 -5.5 -12.3 1.3 -8.6 0.0 -5.1 0.0 -5.0
130 3 253 N/A 22.64 39.65 N/A N/A 0.9 143 294 N/A 17.39 30.45 N/A N/A 0.9 96 248 N/A 18.55 24.48 N/A N/A 0.9 70 270 N/A 12.99 13.51 N/A N/A 0.9 42 270 N/A 12.71 13.22 N/A N/A 0.9 41 1.2 58.5 -624.0 2.5 18.7 -94.0 3.2 14.9 -82.2 -11.7 -37.9 12.4 -27.8 -9.4 -22.6 0.0 -13.5 0.0 -13.2
130 4 270 N/A 29.05 50.77 N/A N/A 0.89 207 246 N/A 28.35 45.58 N/A N/A 0.82 200 272 N/A 23.4 30.87 N/A N/A 0.9 100 270 N/A 17.72 18.43 N/A N/A 0.9 67 270 N/A 17.37 18.06 N/A N/A 0.9 65 1.2 58.5 -624.0 6.0 37.5 -188.5 6.8 31.8 -176.0 0.1 -50.8 -18.5 -41.6 0.9 -30.9 0.0 -18.4 0.0 -18.1
130 5 267 N/A 41.89 72.79 N/A N/A 0.89 359 246 N/A 41.86 66.9 N/A N/A 0.82 359 267 N/A 35.47 46.8 N/A N/A 0.9 186 270 N/A 26.89 27.93 N/A N/A 0.9 126 270 N/A 26.44 27.46 N/A N/A 0.9 122 1.2 58.5 -624.0 12.6 71.9 -361.5 12.4 58.4 -322.9 -3.6 -72.7 -27.2 -61.1 -2.1 -46.8 0.0 -27.9 0.0 -27.5
130 6 265 N/A 59.82 102.67 N/A N/A 0.88 613 246 N/A 60.62 95.73 N/A N/A 0.81 625 265 N/A 52.13 68.78 N/A N/A 0.9 331 270 N/A 39.29 40.66 N/A N/A 0.9 222 270 N/A 38.66 40.01 N/A N/A 0.9 216 1.2 58.5 -624.0 21.4 115.5 -580.8 20.6 97.2 -537.1 -8.8 -102.3 -38.9 -87.5 -6.4 -68.5 0.0 -40.7 0.0 -40.0
130 7 264 N/A 86.77 146.23 N/A N/A 0.86 1071 246 N/A 88.63 137.42 N/A N/A 0.79 1106 263 N/A 76.85 101.4 N/A N/A 0.9 593 270 N/A 57.3 58.89 N/A N/A 0.89 390 270 N/A 56.38 57.94 N/A N/A 0.89 381 1.2 58.5 -624.0 34.6 183.0 -920.4 31.7 149.2 -824.6 -15.9 -145.4 -55.9 -125.5 -12.6 -100.6 0.0 -58.9 0.0 -57.9
140 1 253 N/A 1.74 3.06 N/A N/A 0.9 3 294 N/A 1.35 2.37 N/A N/A 0.9 2 245 N/A 1.26 1.66 N/A N/A 0.9 1 270 N/A 0.86 0.89 N/A N/A 0.9 1 270 N/A 0.83 0.87 N/A N/A 0.9 1 0.2 5.5 -68.7 0.0 0.3 -1.6 0.3 1.0 -8.1 -0.9 -2.9 1.0 -2.2 -0.7 -1.5 0.0 -0.9 0.0 -0.9
140 2 272 N/A 7.67 13.45 N/A N/A 0.9 28 246 N/A 7.32 11.81 N/A N/A 0.83 26 276 N/A 5.21 6.87 N/A N/A 0.9 10 270 N/A 3.89 4.05 N/A N/A 0.9 7 270 N/A 3.76 3.91 N/A N/A 0.9 7 0.6 21.8 -274.7 0.8 4.5 -25.8 1.5 4.9 -41.6 0.5 -13.4 -4.8 -10.8 0.7 -6.8 0.0 -4.0 0.0 -3.9
140 3 271 N/A 18.71 32.77 N/A N/A 0.9 107 246 N/A 18.07 29.12 N/A N/A 0.82 102 273 N/A 13.03 17.19 N/A N/A 0.9 41 270 N/A 9.77 10.17 N/A N/A 0.9 27 270 N/A 9.47 9.85 N/A N/A 0.9 26 1.5 49.1 -618.0 3.1 15.7 -90.6 3.8 12.5 -105.0 0.4 -32.8 -11.8 -26.6 1.0 -17.2 0.0 -10.2 0.0 -9.9
140 4 266 N/A 25.05 43.78 N/A N/A 0.89 166 246 N/A 25.09 40.34 N/A N/A 0.82 166 266 N/A 18.7 24.68 N/A N/A 0.9 71 270 N/A 14.08 14.64 N/A N/A 0.9 48 270 N/A 13.72 14.27 N/A N/A 0.9 46 1.5 49.1 -618.0 7.3 31.5 -181.6 8.1 26.7 -224.8 -2.9 -43.7 -16.4 -36.9 -1.7 -24.6 0.0 -14.6 0.0 -14.3
140 5 262 N/A 36.15 62.83 N/A N/A 0.89 288 246 N/A 37.18 59.45 N/A N/A 0.82 300 260 N/A 28.8 37.99 N/A N/A 0.9 136 270 N/A 21.44 22.27 N/A N/A 0.9 89 270 N/A 20.98 21.79 N/A N/A 0.9 86 1.5 49.1 -618.0 15.4 60.3 -348.3 14.8 49.0 -412.3 -8.8 -62.2 -24.2 -54.3 -6.6 -37.4 0.0 -22.3 0.0 -21.8
140 6 259 N/A 51.74 88.9 N/A N/A 0.88 493 246 N/A 53.98 85.32 N/A N/A 0.81 525 256 N/A 42.84 56.53 N/A N/A 0.9 247 270 N/A 31.37 32.48 N/A N/A 0.9 158 270 N/A 30.74 31.83 N/A N/A 0.9 153 1.5 49.1 -618.0 26.2 96.9 -559.6 24.6 81.5 -685.9 -16.9 -87.3 -34.7 -77.9 -13.6 -54.9 0.0 -32.5 0.0 -31.8
140 7 257 N/A 75.13 126.87 N/A N/A 0.86 863 246 N/A 78.94 122.64 N/A N/A 0.79 929 254 N/A 63.75 84.11 N/A N/A 0.9 448 270 N/A 45.84 47.15 N/A N/A 0.89 279 270 N/A 44.93 46.21 N/A N/A 0.89 271 1.5 49.1 -618.0 42.2 153.6 -886.8 37.8 125.2 -1053.1 -28.1 -123.7 -49.9 -112.0 -23.8 -80.7 0.0 -47.1 0.0 -46.2
150 1 251 N/A 1.4 2.46 N/A N/A 0.9 2 294 N/A 1.05 1.83 N/A N/A 0.9 1 241 N/A 1.01 1.33 N/A N/A 0.9 1 270 N/A 0.66 0.69 N/A N/A 0.9 0 270 N/A 0.64 0.66 N/A N/A 0.9 0 0.2 4.2 -53.4 0.1 0.2 -1.4 0.3 0.7 -8.5 -0.8 -2.3 0.7 -1.7 -0.6 -1.2 0.0 -0.7 0.0 -0.7
150 2 268 N/A 5.95 10.43 N/A N/A 0.9 19 246 N/A 5.84 9.42 N/A N/A 0.83 19 270 N/A 3.97 5.24 N/A N/A 0.9 7 270 N/A 2.98 3.1 N/A N/A 0.9 5 270 N/A 2.87 2.99 N/A N/A 0.9 4 0.7 17.0 -213.7 0.9 3.5 -22.6 1.7 3.8 -43.5 -0.3 -10.4 -3.8 -8.6 -0.0 -5.2 0.0 -3.1 0.0 -3.0
150 3 267 N/A 14.52 25.43 N/A N/A 0.9 73 246 N/A 14.46 23.31 N/A N/A 0.82 73 267 N/A 9.97 13.15 N/A N/A 0.9 28 270 N/A 7.47 7.77 N/A N/A 0.9 18 270 N/A 7.23 7.52 N/A N/A 0.9 17 1.6 38.2 -480.7 3.5 12.2 -79.6 4.3 9.7 -109.7 -1.5 -25.4 -9.5 -21.3 -0.8 -13.1 0.0 -7.8 0.0 -7.5
150 4 260 N/A 19.64 34.34 N/A N/A 0.89 115 246 N/A 20.36 32.74 N/A N/A 0.82 122 256 N/A 14.58 19.23 N/A N/A 0.9 49 270 N/A 10.67 11.1 N/A N/A 0.9 31 270 N/A 10.38 10.8 N/A N/A 0.9 30 1.6 38.2 -480.7 8.4 24.5 -159.5 9.1 20.8 -234.8 -6.1 -33.8 -13.3 -29.9 -4.6 -18.7 0.0 -11.1 0.0 -10.8
150 5 254 N/A 28.77 50.02 N/A N/A 0.89 204 246 N/A 30.49 48.78 N/A N/A 0.82 223 248 N/A 23.04 30.4 N/A N/A 0.9 97 270 N/A 16.16 16.79 N/A N/A 0.9 58 270 N/A 15.79 16.4 N/A N/A 0.9 56 1.6 38.2 -480.7 17.7 46.9 -305.9 16.7 38.1 -430.8 -14.0 -48.0 -19.8 -44.6 -11.3 -28.2 0.0 -16.8 0.0 -16.4
150 6 250 N/A 41.72 71.75 N/A N/A 0.88 357 246 N/A 44.58 70.54 N/A N/A 0.81 394 243 N/A 35.01 46.19 N/A N/A 0.9 182 270 N/A 23.55 24.39 N/A N/A 0.9 103 270 N/A 23.03 23.85 N/A N/A 0.9 99 1.6 38.2 -480.7 30.0 75.4 -491.5 27.8 63.4 -716.5 -24.8 -67.3 -28.7 -64.4 -20.8 -41.2 0.0 -24.4 0.0 -23.9
150 7 247 N/A 61.09 103.35 N/A N/A 0.87 633 246 N/A 65.43 101.83 N/A N/A 0.8 701 240 N/A 52.86 69.74 N/A N/A 0.9 338 270 N/A 34.33 35.33 N/A N/A 0.89 181 270 N/A 33.58 34.57 N/A N/A 0.89 175 1.6 38.2 -480.7 48.5 119.5 -778.8 42.7 97.4 -1100.2 -39.8 -95.4 -41.4 -93.0 -34.8 -60.4 0.0 -35.3 0.0 -34.6
150 8 246 N/A 85.49 140.97 N/A N/A 0.84 1047 246 N/A 91.53 138.85 N/A N/A 0.78 1160 238 N/A 75.12 99.12 N/A N/A 0.9 573 270 N/A 46.96 47.76 N/A N/A 0.88 290 270 N/A 45.86 46.64 N/A N/A 0.88 280 1.6 38.2 -480.7 69.3 166.2 -1083.5 62.6 142.7 -1612.1 -57.5 -128.7 -56.5 -126.8 -52.9 -83.8 0.0 -47.8 0.0 -46.6
160 1 265 N/A 0.88 1.55 N/A N/A 0.9 1 246 N/A 0.88 1.43 N/A N/A 0.83 1 265 N/A 0.57 0.75 N/A N/A 0.9 0 270 N/A 0.42 0.44 N/A N/A 0.9 0 270 N/A 0.4 0.42 N/A N/A 0.9 0 0.2 2.9 -36.5 0.1 0.1 -1.1 0.4 0.5 -7.3 -0.1 -1.5 -0.6 -1.3 -0.1 -0.7 0.0 -0.4 0.0 -0.4
160 2 262 N/A 4.04 7.09 N/A N/A 0.9 11 246 N/A 4.14 6.69 N/A N/A 0.83 11 258 N/A 2.74 3.61 N/A N/A 0.9 4 270 N/A 2.01 2.09 N/A N/A 0.9 3 270 N/A 1.94 2.02 N/A N/A 0.9 2 0.8 11.6 -146.1 1.0 2.4 -17.3 1.8 2.6 -37.3 -1.0 -7.0 -2.7 -6.1 -0.7 -3.5 0.0 -2.1 0.0 -2.0
160 3 258 N/A 9.92 17.37 N/A N/A 0.9 41 246 N/A 10.32 16.63 N/A N/A 0.82 44 253 N/A 7.0 9.23 N/A N/A 0.9 16 270 N/A 5.04 5.24 N/A N/A 0.9 10 270 N/A 4.88 5.07 N/A N/A 0.9 10 1.8 26.1 -328.8 3.9 8.3 -60.6 4.6 6.6 -94.2 -3.5 -17.0 -6.8 -15.2 -2.6 -8.8 0.0 -5.2 0.0 -5.1
160 4 248 N/A 13.85 24.22 N/A N/A 0.89 68 246 N/A 14.8 23.8 N/A N/A 0.82 75 239 N/A 11.02 14.54 N/A N/A 0.9 32 270 N/A 7.14 7.43 N/A N/A 0.9 17 270 N/A 6.95 7.23 N/A N/A 0.9 17 1.8 26.1 -328.8 9.3 16.7 -121.6 9.9 14.2 -201.6 -9.1 -22.4 -9.7 -21.7 -7.4 -12.5 0.0 -7.4 0.0 -7.2
160 5 241 N/A 21.23 36.93 N/A N/A 0.89 130 243 N/A 23.56 36.31 N/A N/A 0.79 152 231 N/A 18.16 23.96 N/A N/A 0.9 68 270 N/A 10.72 11.14 N/A N/A 0.9 32 270 N/A 10.46 10.87 N/A N/A 0.9 30 1.8 26.1 -328.8 19.6 32.1 -233.2 18.1 26.1 -369.9 -17.9 -32.3 -16.6 -32.3 -14.9 -18.7 0.0 -11.1 0.0 -10.9
160 6 238 N/A 31.77 54.69 N/A N/A 0.88 237 239 N/A 37.13 53.68 N/A N/A 0.74 300 227 N/A 27.97 36.91 N/A N/A 0.9 130 270 N/A 15.48 16.04 N/A N/A 0.9 55 270 N/A 15.1 15.64 N/A N/A 0.9 53 1.8 26.1 -328.8 33.2 51.6 -374.6 30.2 43.4 -615.3 -29.2 -46.2 -27.3 -46.2 -25.0 -27.2 0.0 -16.0 0.0 -15.6
160 7 236 N/A 47.33 80.22 N/A N/A 0.87 431 238 N/A 56.04 78.65 N/A N/A 0.72 556 225 N/A 42.61 56.21 N/A N/A 0.9 245 270 N/A 22.46 23.14 N/A N/A 0.89 96 270 N/A 21.88 22.54 N/A N/A 0.89 92 1.8 26.1 -328.8 53.6 81.7 -593.7 46.3 66.6 -944.7 -45.1 -66.3 -42.2 -66.3 -39.8 -39.7 0.0 -23.1 0.0 -22.5
160 8 235 N/A 66.83 110.57 N/A N/A 0.85 724 236 N/A 81.17 108.24 N/A N/A 0.68 969 223 N/A 61.12 80.64 N/A N/A 0.9 420 270 N/A 30.61 31.18 N/A N/A 0.88 152 270 N/A 29.74 30.3 N/A N/A 0.88 146 1.8 26.1 -328.8 76.6 113.7 -825.9 67.9 97.6 -1384.4 -63.9 -90.2 -59.8 -90.2 -59.2 -54.8 0.0 -31.2 0.0 -30.3
160 9 232 N/A 99.01 155.93 N/A N/A 0.81 1305 244 N/A 98.54 139.21 N/A N/A 0.72 1296 216 N/A 99.39 131.13 N/A N/A 0.9 872 270 N/A 44.47 44.03 N/A N/A 0.86 267 270 N/A 42.68 42.26 N/A N/A 0.86 251 1.8 26.1 -328.8 114.1 167.7 -1218.2 94.3 135.6 -1923.5 -96.7 -122.3 -60.5 -125.4 -105.6 -77.7 0.0 -44.0 0.0 -42.3
170 1 250 N/A 0.43 0.76 N/A N/A 0.9 0 246 N/A 0.48 0.77 N/A N/A 0.83 0 254 N/A 0.66 0.87 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 0.2 1.5 -18.6 0.1 0.1 -0.6 0.4 0.3 -4.4 -0.3 -0.7 -0.3 -0.7 -0.2 -0.8 0.0 0.0 0.0 0.0
170 2 242 N/A 2.15 3.77 N/A N/A 0.9 4 245 N/A 2.32 3.7 N/A N/A 0.82 5 231 N/A 1.73 2.28 N/A N/A 0.9 2 270 N/A 1.02 1.06 N/A N/A 0.9 1 270 N/A 0.99 1.03 N/A N/A 0.9 1 0.8 5.9 -74.2 1.1 1.2 -9.7 1.9 1.3 -22.8 -1.7 -3.3 -1.6 -3.3 -1.4 -1.8 0.0 -1.1 0.0 -1.0
170 3 239 N/A 5.49 9.61 N/A N/A 0.9 17 241 N/A 6.23 9.42 N/A N/A 0.77 21 227 N/A 4.58 6.04 N/A N/A 0.9 9 270 N/A 2.54 2.64 N/A N/A 0.9 4 270 N/A 2.46 2.56 N/A N/A 0.9 3 1.9 13.3 -167.0 4.2 4.2 -33.9 4.8 3.4 -57.6 -5.0 -8.2 -4.6 -8.2 -4.1 -4.4 0.0 -2.6 0.0 -2.6
170 4 229 N/A 8.68 15.18 N/A N/A 0.89 34 230 N/A 11.52 14.84 N/A N/A 0.66 52 216 N/A 7.88 10.4 N/A N/A 0.9 19 270 N/A 3.52 3.66 N/A N/A 0.9 6 270 N/A 3.42 3.56 N/A N/A 0.9 6 1.9 13.3 -167.0 10.1 8.5 -68.1 10.4 7.2 -123.2 -10.0 -11.4 -9.5 -11.4 -8.4 -6.2 0.0 -3.7 0.0 -3.6
170 5 239 N/A 22.32 38.83 N/A N/A 0.89 140 180 N/A 9.75 16.96 N/A N/A 0.89 40 211 N/A 14.12 18.63 N/A N/A 0.9 47 270 N/A 5.23 5.44 N/A N/A 0.9 11 270 N/A 4.69 4.88 N/A N/A 0.9 9 1.9 13.3 -167.0 21.2 16.3 -130.5 19.0 13.2 -226.0 -19.7 -33.4 -17.0 0.0 -15.9 -9.7 0.0 -5.4 0.0 -4.9
170 6 236 N/A 33.53 57.77 N/A N/A 0.88 257 180 N/A 16.3 28.07 N/A N/A 0.88 87 208 N/A 22.77 30.05 N/A N/A 0.9 96 270 N/A 7.51 7.78 N/A N/A 0.9 19 270 N/A 6.72 6.96 N/A N/A 0.9 16 1.9 13.3 -167.0 35.9 26.2 -209.7 31.6 22.0 -375.9 -32.1 -48.0 -28.1 0.0 -26.6 -14.0 0.0 -7.8 0.0 -7.0
170 7 234 N/A 50.04 84.97 N/A N/A 0.87 469 180 N/A 25.71 43.65 N/A N/A 0.87 173 206 N/A 35.63 47.01 N/A N/A 0.9 187 270 N/A 10.86 11.19 N/A N/A 0.89 32 270 N/A 9.68 9.98 N/A N/A 0.89 27 1.9 13.3 -167.0 57.9 41.5 -332.3 48.6 33.8 -577.2 -49.5 -69.1 -43.6 0.0 -42.3 -20.4 0.0 -11.2 0.0 -10.0
170 8 233 N/A 70.69 117.32 N/A N/A 0.85 787 180 N/A 37.33 61.95 N/A N/A 0.85 302 204 N/A 52.15 68.81 N/A N/A 0.9 331 270 N/A 14.73 15.03 N/A N/A 0.88 51 270 N/A 13.05 13.32 N/A N/A 0.88 42 1.9 13.3 -167.0 82.8 57.7 -462.3 71.2 49.6 -845.9 -70.0 -94.1 -62.0 0.0 -62.8 -28.2 0.0 -15.0 0.0 -13.3
170 9 236 N/A 99.23 157.28 N/A N/A 0.81 1310 180 N/A 57.28 90.79 N/A N/A 0.81 574 202 N/A 83.49 110.16 N/A N/A 0.9 671 270 N/A 20.22 20.1 N/A N/A 0.86 82 270 N/A 17.0 16.9 N/A N/A 0.86 63 1.9 13.3 -167.0 123.3 85.1 -681.9 98.9 68.9 -1175.3 -87.0 -131.0 -90.8 0.0 -102.2 -41.0 0.0 -20.1 0.0 -16.9
180 1 N/A N/A 0.0 0.0 N/A N/A 0.9 0 180 N/A 0.15 0.26 N/A N/A 0.9 0 199 N/A 0.45 0.6 N/A N/A 0.9 0 90 N/A 0.02 0.02 N/A N/A 0.9 0 90 N/A 0.17 0.18 N/A N/A 0.9 0 0.2 0.0 -0.0 0.1 0.0 -0.0 0.4 0.0 -0.0 -0.0 0.0 -0.3 0.0 -0.6 -0.2 0.0 0.0 0.0 0.2
180 2 180 N/A 0.98 1.72 N/A N/A 0.9 1 180 N/A 0.98 1.72 N/A N/A 0.9 1 180 N/A 1.11 1.46 N/A N/A 0.9 1 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 0.8 0.0 -0.0 1.1 0.0 -0.0 1.9 0.0 -0.0 -1.7 0.0 -1.7 0.0 -1.5 -0.0 0.0 0.0 0.0 0.0
180 3 180 N/A 2.83 4.96 N/A N/A 0.9 6 180 N/A 2.83 4.96 N/A N/A 0.9 6 180 N/A 3.21 4.24 N/A N/A 0.9 5 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 1.9 0.0 -0.0 4.5 0.0 -0.0 4.9 0.0 -0.0 -5.0 0.0 -5.0 0.0 -4.2 -0.0 0.0 0.0 0.0 0.0
180 4 180 N/A 5.79 10.12 N/A N/A 0.89 18 180 N/A 5.79 10.12 N/A N/A 0.89 18 180 N/A 6.58 8.68 N/A N/A 0.9 15 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 1.9 0.0 -0.0 10.7 0.0 -0.0 10.5 0.0 -0.0 -10.1 0.0 -10.1 0.0 -8.7 -0.0 0.0 0.0 0.0 0.0
180 5 180 N/A 10.96 19.08 N/A N/A 0.89 48 180 N/A 10.96 19.08 N/A N/A 0.89 48 180 N/A 12.51 16.51 N/A N/A 0.9 39 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 1.9 0.0 -0.0 22.5 0.0 -0.0 19.3 0.0 -0.0 -19.1 0.0 -19.1 0.0 -16.5 -0.0 0.0 0.0 0.0 0.0
180 6 180 N/A 18.16 31.31 N/A N/A 0.88 103 180 N/A 18.16 31.31 N/A N/A 0.88 103 180 N/A 20.92 27.61 N/A N/A 0.9 84 N/A N/A 0.0 0.0 N/A N/A 0.9 0 N/A N/A 0.0 0.0 N/A N/A 0.9 0 1.9 0.0 -0.0 38.2 0.0 -0.0 32.1 0.0 -0.0 -31.3 0.0 -31.3 0.0 -27.6 -0.0 0.0 0.0 0.0 0.0
180 7 180 N/A 28.53 48.53 N/A N/A 0.87 202 180 N/A 28.53 48.53 N/A N/A 0.87 202 180 N/A 33.33 43.98 N/A N/A 0.9 169 N/A N/A 0.0 0.0 N/A N/A 0.89 0 N/A N/A 0.0 0.0 N/A N/A 0.89 0 1.9 0.0 -0.0 61.6 0.0 -0.0 49.3 0.0 -0.0 -48.5 0.0 -48.5 0.0 -44.0 -0.0 0.0 0.0 0.0 0.0
180 8 180 N/A 41.34 68.83 N/A N/A 0.85 352 180 N/A 41.34 68.83 N/A N/A 0.85 352 180 N/A 49.33 65.09 N/A N/A 0.9 305 N/A N/A 0.0 0.0 N/A N/A 0.88 0 N/A N/A 0.0 0.0 N/A N/A 0.88 0 1.9 0.0 -0.0 88.0 0.0 -0.0 72.3 0.0 -0.0 -68.8 0.0 -68.8 0.0 -65.1 -0.0 0.0 0.0 0.0 0.0
180 9 180 N/A 60.38 96.28 N/A N/A 0.82 622 180 N/A 60.38 96.28 N/A N/A 0.82 622 180 N/A 75.22 99.25 N/A N/A 0.9 574 N/A N/A 0.0 0.0 N/A N/A 0.86 0 N/A N/A 0.0 0.0 N/A N/A 0.86 0 1.9 0.0 -0.0 131.1 0.0 -0.0 100.4 0.0 -0.0 -96.3 0.0 -96.3 0.0 -99.2 -0.0 0.0 0.0 0.0 0.0
180 10 180 N/A 84.67 127.32 N/A N/A 0.77 1032 180 N/A 84.67 127.32 N/A N/A 0.77 1032 180 N/A 99.0 130.62 N/A N/A 0.9 867 N/A N/A 0.0 0.0 N/A N/A 0.83 0 N/A N/A 0.0 0.0 N/A N/A 0.83 0 1.9 0.0 -0.0 170.3 0.0 -0.0 136.0 0.0 -0.0 -127.3 0.0 -127.3 0.0 -130.6 -0.0 0.0 0.0 0.0 0.0
190 1 114 N/A 0.48 0.77 N/A N/A 0.83 0 110 N/A 0.45 0.79 N/A N/A 0.9 0 120 N/A 0.33 0.43 N/A N/A 0.9 0 90 N/A 0.21 0.22 N/A N/A 0.9 0 90 N/A 0.21 0.21 N/A N/A 0.9 0 0.2 -1.5 18.6 0.1 -0.1 0.6 0.4 -0.3 4.4 -0.3 0.7 -0.3 0.7 -0.2 0.4 0.0 0.2 0.0 0.2
190 2 115 N/A 2.32 3.7 N/A N/A 0.82 5 118 N/A 2.15 3.77 N/A N/A 0.9 4 129 N/A 1.73 2.28 N/A N/A 0.9 2 90 N/A 1.02 1.06 N/A N/A 0.9 1 90 N/A 0.99 1.03 N/A N/A 0.9 1 0.8 -5.9 74.2 1.1 -1.2 9.7 1.9 -1.3 22.8 -1.6 3.3 -1.7 3.3 -1.4 1.8 0.0 1.1 0.0 1.0
190 3 119 N/A 6.23 9.42 N/A N/A 0.77 21 121 N/A 5.49 9.61 N/A N/A 0.9 17 133 N/A 4.58 6.04 N/A N/A 0.9 9 90 N/A 2.54 2.64 N/A N/A 0.9 4 90 N/A 2.46 2.56 N/A N/A 0.9 3 1.9 -13.3 167.0 4.2 -4.2 33.9 4.8 -3.4 57.6 -4.6 8.2 -5.0 8.2 -4.1 4.4 0.0 2.6 0.0 2.6
190 4 130 N/A 11.52 14.84 N/A N/A 0.66 52 131 N/A 8.68 15.18 N/A N/A 0.89 34 144 N/A 7.88 10.4 N/A N/A 0.9 19 90 N/A 3.52 3.66 N/A N/A 0.9 6 90 N/A 3.42 3.56 N/A N/A 0.9 6 1.9 -13.3 167.0 10.1 -8.5 68.1 10.4 -7.2 123.2 -9.5 11.4 -10.0 11.4 -8.4 6.2 0.0 3.7 0.0 3.6
190 5 180 N/A 9.75 16.96 N/A N/A 0.89 40 121 N/A 22.32 38.83 N/A N/A 0.89 140 149 N/A 14.12 18.63 N/A N/A 0.9 47 90 N/A 5.23 5.44 N/A N/A 0.9 11 90 N/A 4.69 4.88 N/A N/A 0.9 9 1.9 -13.3 167.0 21.2 -16.3 130.5 19.0 -13.2 226.0 -17.0 0.0 -19.7 33.4 -15.9 9.7 0.0 5.4 0.0 4.9
190 6 180 N/A 16.3 28.07 N/A N/A 0.88 87 124 N/A 33.53 57.77 N/A N/A 0.88 257 152 N/A 22.77 30.05 N/A N/A 0.9 96 90 N/A 7.51 7.78 N/A N/A 0.9 19 90 N/A 6.72 6.96 N/A N/A 0.9 16 1.9 -13.3 167.0 35.9 -26.2 209.7 31.6 -22.0 375.9 -28.1 0.0 -32.1 48.0 -26.6 14.0 0.0 7.8 0.0 7.0
190 7 180 N/A 25.71 43.65 N/A N/A 0.87 173 126 N/A 50.04 84.97 N/A N/A 0.87 469 154 N/A 35.63 47.01 N/A N/A 0.9 187 90 N/A 10.86 11.19 N/A N/A 0.89 32 90 N/A 9.68 9.98 N/A N/A 0.89 27 1.9 -13.3 167.0 57.9 -41.5 332.3 48.6 -33.8 577.2 -43.6 0.0 -49.5 69.1 -42.3 20.4 0.0 11.2 0.0 10.0
